"restaurant_name","city","state","zip","lat","long"
"","Cambridge","MA","02138",42.372102,-71.120358
"Pizza Pro","Azle","TX","76020",32.9366531,-97.543504
"Juice & Java Natural Food","Miami Beach","FL","33139",NA,NA
"Mimi's Cafe","Phoenix","AZ","85044",33.319257,-111.977785
"Felfel Mediterranean Fresh Rotisserie Grill","Denver","CO","80237",NA,NA
"Grill Restaurant Evansville","Evansville","IN","47715",NA,NA
"Adam's Mountain Cafe","Manitou Springs","CO","80829",38.85943,-104.919717
"Elephant Bistro","Portsmouth","NH","03801",NA,NA
"El Quinto Sol","Laredo","TX","78041",NA,NA
"Keva Juice","Phoenix","AZ","85050",NA,NA
"Tropical Smoothie","Decatur","GA","30030",NA,NA
"Trolley Stop Market","Memphis","TN","38104",35.14128164,-90.03758223
"Sorrento Pizza - Clinton Twp","Clinton Twp","MI","48038",42.604099,-82.95241
"Gangadin Restaurant","Studio City","CA","91604",34.144485,-118.3945
"In Season Deli","Tempe","AZ","85281",33.426476,-111.94005
"Sublime","Ft. Lauderdale","FL","33304",26.145521,-80.120212
"Moonlight Cafe","Seattle","WA","98144",NA,NA
"Vege Usa","Monrovia","CA","91016",NA,NA
"Garden Grill Cafe","Wichita","KS","67202",NA,NA
"Sky Island Natural Foods","Idyllwild","CA","92549",NA,NA
"Or Juice and Smoothie","St Louis","MO","63108",38.640645,-90.262161
"","Helena","MT","59601",NA,NA
"Seed Bistro","","","90025",NA,NA
"Pita Pavilion","Chicago","IL","60611",41.89558,-87.62426
"Blossom Du Jour","Manhattan","NY","10036",40.75964,-73.992156
"Dandelion Communitea Caf��, Dandelion Communitea Café","","","32803",NA,NA
"Indian Hurry Curry - Closed","Klamath Falls","OR","97601",42.229618,-121.77675
"Green Elephant Juicery","Vail","CO","81657",39.63137,-106.41668
"Freefoods Nyc","New York","NY","10036",NA,NA
"Sweetgreen, Melt Shop","Washington","DC","20036",38.90404,-77.043918
"Kadampa Meditation Center Maryland & World Peace Café, Kadampa Meditation Center Maryland & World Peace Caf��","Baltimore","MD","21212",NA,NA
"A Taste of Honey","Staten Island","NY","10314",40.60404,-74.1751929
"Montage","Indianapolis","IN","46250",39.9101286,-86.0870404
"Pizza Pro","Pocahontas","AR","72455",36.27876,-90.98515
"Harvest Table Restaurant","Meadowview","VA","24361",36.761414,-81.86114
"Tgi Friday's","Carpentersville","IL","60110",42.106187,-88.29209
"Cafe Franco's Llc","Kill Devil Hills","NC","27948",36.00955,-75.65857
"Pizza Inn","Easley","SC","29642",34.81571,-82.60153
"Taco John's","Creve Coeur","IL","61610",40.645199,-89.601066
"Liberty Tax Service","Richton Park","IL","60471",41.485354,-87.713137
"Buca Di Beppo","Lombard","IL","60148",41.837148,-88.010095
"The Pizza Factory","Decatur","IL","62521",39.821807,-88.95816
"Captain's Table","Moline","IL","61265",41.514911,-90.470961
"Ristorante Amalfi","Bloomingdale","IL","60108",41.941816,-88.063545
"Borrowed Earth Cafe","Downers Grove","IL","60515",41.795879,-88.009525
"Papa Saverios Pizzeria","Rolling Meadows","IL","60008",42.087402,-88.043813
"Buca Di Beppo","Wheeling","IL","60090",42.149571,-87.913084
"India's Grill","Losangeles","CA","90048",34.070802,-118.375841
"Pitfire Pizza","Losangeles","CA","90025",34.046442,-118.433779
"Kbc Champion Billards","Elmonte","CA","91731",34.07716,-118.045344
"Sante La Brea","Losangeles","CA","90036",34.077602,-118.344241
"Cafe Sevilla & Tapas Bar of Riverside","Riverside","CA","92507",33.980425,-117.368849
"Tandoori Bistro Pizzeria Cafe","Harborcity","CA","90710",33.810596,-118.291535
"Rubio's Fresh Mexican Grill","Lagunaniguel","CA","92677",33.570445,-117.713696
"Lulu's Creperie Cafe","Lagunahills","CA","92653",33.602495,-117.692143
"Forage","Losangeles","CA","90026",34.091463,-118.279201
"Palm Greens Cafe","Palmsprings","CA","92264",33.813849,-116.545576
"Blue Hen Restaurant","Losangeles","CA","90041",34.139629,-118.205281
"Simply Wholesome","Los Angeles","CA","90043",33.988493,-118.354677
"Lone Star Steakhouse","Siouxfalls","SD","57105",43.514395,-96.748274
"P.f. Chang's","Thousandoaks","CA","91362",34.1742659,-118.8454092
"Nirvana Grille Restaurant & Catering","Lagunabeach","CA","92651",33.544475,-117.783354
"Four'n 20 Restaurant Grill","Northhollywood","CA","91607",34.156557,-118.396879
"Advance Services","Pella","IA","50219",41.408763,-92.951116
"Simple Simon's Pizza","Piedmont","AL","36272",33.932001,-85.6128
"Thai Smile","Palmsprings","CA","92262",33.832558,-116.546781
"Spicy Thai Restaurant","Lancaster","CA","93534",34.679429,-118.156854
"Native Foods","Costamesa","CA","92626",33.67745,-117.886985
"Novel Cafe","Westwood","CA","90024",34.059605,-118.446353
"Las Galas","Losangeles","CA","90012",34.049381,-118.239547
"Clark's Nutrition & Fitness","Riverside","CA","92501",33.978505,-117.378618
"Natures Health Food & Cafe","Yuccavalley","CA","92284",34.12018,-116.422305
"Daeho Korean Restaurant","Barstow","CA","92311",34.887691,-116.994653
"Claim Jumper","Lagunahills","CA","92653",33.595352,-117.679546
"Racanelli's Pizza","Stpeters","MO","63376",38.765575,-90.6344
"Belacan Grill","Tustin","CA","92780",33.759713,-117.827336
"Jack N' Jill's Too","Losangeles","CA","90048",34.073494,-118.383061
"M Cafe De Chaya","Losangeles","CA","90046",34.083737,-118.365899
"Meridian Cafe","Louisville","KY","40207",38.259367,-85.663145
"North End Cafe","Louisville","KY","40206",38.25745,-85.718642
"Cross Culture","Haddonfield","NJ","08033",39.897982,-75.03196
"Cafe Metro","Denville","NJ","07834",40.893507,-74.476062
"Loving Hut","Ledgewood","NJ","07852",40.878057,-74.650255
"Tijuana Flats","Fortwaltonbeach","FL","32548",30.40985,-86.603741
"Blue Bend Photography","Asheville","NC","28801",35.594431,-82.555785
"Congregation Beit Tefilah","Nashville","TN","37221",36.06205,-86.922245
"Tcby","Muskegon","MI","49441",43.189639,-86.263488
"Grand Central Deli & Spirits","Charlotte","NC","28246",35.227737,-80.842601
"Couva Calypso Vandy","Nashville","TN","37203",36.147921,-86.808154
"Phat Bites Cafe and Coffee Shop","Nashville","TN","37214",36.15083,-86.665679
"Meridian Cafe","Stmatthews","KY","40207",38.252089,-85.65289
"Four 'n 20 Restaurant Grill","Shermanoaks","CA","91401",34.165476,-118.4487
"Manee Thai","Ballwin","MO","63011",38.595555,-90.521464
"Taco John's","Siouxcity","IA","51106",42.43525836,-96.36619719
"Valentino's","Lincoln","NE","68506",40.785095,-96.654456
"Bikeway","Wappingersfalls","NY","12590",41.589988,-73.907815
"Cinnamon Indian Cuisine","Rhinebeck","NY","12572",41.890958,-73.909088
"Souper Salad Restaurants","Matthews","NC","28105",35.130916,-80.712255
"Namaste India","Charlotte","NC","28205",35.194894,-80.767443
"Cafe Chaat","Sanfrancisco","CA","94107",37.783421,-122.398686
"Tupelo Honey Cafe","Raleigh","NC","27605",35.789626,-78.663082
"Cuisine Malaya","Charlotte","NC","28204",35.215306,-80.828476
"Baoding","Charlotte","NC","28210",35.147361,-80.833041
"The Square Rabbit","Raleigh","NC","27601",35.777088,-78.638475
"Marco's Pizza","Greenville","OH","45331",40.108452,-84.624878
"Supatra's Thai Bistro","Yorbalinda","CA","92887",33.877066,-117.753845
"Hummingbird House Cafe","Sanjuancapistrano","CA","92675",33.501419,-117.664216
"1111 Lounge","Sanfrancisco","CA","94109",37.789223,-122.420377
"Sunlife Organics","Malibu","CA","90265",34.021341,-118.809484
"Lips","Sandiego","CA","92104",32.755412,-117.129408
"Extreme Pizza","Fresno","CA","93704",36.823707,-119.808371
"Swami's Cafe","Encinitas","CA","92024",33.037001,-117.292193
"Blynk Organic","Charlotte","NC","28202",35.226879,-80.843538
"Taco John's","Kearney","NE","68847",40.69993038,-99.07510936
"Greenleaf Gourmet Chopshop","Beverlyhills","CA","90212",34.067325,-118.404856
"Tribal Cafe","Losangeles","CA","90026",34.068618,-118.262676
"Loving Hut","Laderaranch","CA","92694",33.563404,-117.628845
"Bombay Cuisine","Grandrapids","MI","49506",42.957023,-85.634472
"Eat To Nurture","Southorange","NJ","07079",40.747965,-74.244455
"Jerusalem Pizza","Elizabeth","NJ","07202",40.66243,-74.233501
"C������rate","Asheville","NC","28801",35.594167,-82.55162
"Golden Wok Chinese Restaurant","Lexington","KY","40509",38.002184,-84.44474
"Pasquale T's Italian Res/ctrng","Auburn","CA","95603",38.938074,-121.096148
"Latitudes Restaurant","Auburn","CA","95603",38.897541,-121.076746
"Colfax Max","Colfax","CA","95713",39.093595,-120.951912
"Lamppost Pizza","Davis","CA","95616",38.554063,-121.787121
"Kathmandu Kitchen","Davis","CA","95616",38.544599,-121.738822
"Grover Grind","Groverbeach","CA","93433",35.121617,-120.627853
"Taco Bell","Lexington","KY","40517",37.968466,-84.503333
"Treebones Resort","Bigsur","CA","93920",35.883769,-121.455831
"Ubuntu Napa","Napa","CA","94559",38.30036,-122.286293
"Manchu Wok Usa","Mesquite","TX","75150",32.8044747,-96.6424269
"Bay34th St Pizzeria","Farmers Branch","TX","75244",32.934086,-96.83982
"Firehouse Pizza Restaurant","Red Bluff","CA","96080",NA,NA
"Wild Bean Cafe","Independence","OH","44131",41.394406,-81.641883
"Pizza Pro","Gramercy","LA","70052",30.050133,-90.6847
"Black Angus Steakhouse","Phoenix","AZ","85016",33.507664,-112.03714
"Bangkok Thai 9","Philadelphia","PA","19103",39.952109,-75.174686
"Beggars Banquet Catering","Orange","VA","22960",38.246499,-78.110066
"Ganesh Indian Cuisine","Longview","WA","98632",NA,NA
"Riverside Korean Restaurant","Covington","KY","41011",39.085697,-84.51068
"Marvin Monzzeronis Gate","Rochester","NY","14606",43.16995,-77.7034
"Communitea","Long Island City","NY","11101",40.745396,-73.95323
"Yaya's Coffee House","Hemet","CA","92543",33.75159,-116.95866
"Taste of India","Rochester","NY","14623",43.091083,-77.6361
"Pie By The Pound","New York","NY","10003",40.733088,-73.990214
"Fazoli's","St Ann","MO","63074",38.732669,-90.389325
"Zaxby's","Lancaster","SC","29720",34.73363,-80.79657
"Western Sizzlin Steak House","Monroe","NC","28110",35.015997,-80.570736
"Taco Del Mar","Puyallup","WA","98373",47.164746,-122.293203
"Annie's Restaurant","New York","NY","10021",40.773842,-73.957243
"Elegancia Caterers","Rockville","MD","20852",NA,NA
"Saltgrass Steak House","Fort Worth","TX","76132",32.68212756,-97.41159247
"Hungry Howie's Pizza","Jackson","MI","49202",42.258083,-84.42379
"Star of Siam Thai Kitchen Inc","Flushing","NY","11375",40.7103,-73.8497
"Pizza Pro","Waldenburg","AR","72475",NA,NA
"Smoothie King","Naples","FL","34103",26.177294,-81.79951072
"Paul Revere's Pizza","Center Point","IA","52213",42.191475,-91.78608
"Pronto","Lewisburg","PA","17837",40.964725,-76.88474
"Western Sizzlin Steakhouse","Batesville","AR","72501",35.765772,-91.6411955
"Back Bay Grill","Portland","ME","04101",43.65812,-70.26463
"One World Pizza","Urbana","IL","61801",40.110558,-88.213394
"Danh's Garden","Shreveport","LA","71105",32.4799,-93.72218
"Manchu Wok","Swansea","MA","02777",41.756619,-71.216635
"New York Pizzeria","Houston","TX","77077",29.755382,-95.626386
"Panera Bread","Marietta","GA","30062",33.968759,-84.488447
"Paul's Italian Kitchen","Seattle","WA","98105",47.660102,-122.313148
"Orcas Food Co-op","Eastsound","WA","98245",48.695503,-122.905945
"Organic To Go","Issaquah","WA","98029",47.556112,-122.045587
"Ka Liko Terrace - Closed","Honolulu","HI","96814",21.292996,-157.837241
"Grounds For Coffee","Clearfield","UT","84015",41.10839644,-112.0197936
"Buck's Grill House - Closed","Moab","UT","84532",38.59372,-109.56718
"Pizzeria Uno Chicago Bar & Grill","Cambridge","MA","02138",42.373964,-71.118934
"Cafe Gourmandises","Suwanee","GA","30024",34.058752,-84.079383
"India Kitchen","Fremont","CA","94538",37.546518,-121.981882
"Dos Coronas - Ravenna","Ravenna","OH","44266",41.158,-81.254
"Bollywood Cafe","Tampa","FL","33626",28.04312,-82.59328
"Black Angus Steakhouse","Pompano Beach","FL","33071",26.250643,-80.25332
"Eddington's Soup Salad","Minneapolis","MN","55401",44.979725,-93.259605
"Marie Callender's","Salem","OR","97305",44.960664,-122.983613
"Pizza Inn","Katy","TX","77493",29.8067979,-95.8090197
"Antonious Pizza","Beaumont","CA","92223",NA,NA
"Biscuits & Berries Catering","Golden","CO","80401",NA,NA
"Chimayo Mexican Grill","Dillon","CO","80435",39.629173,-106.05453
"The Rupee Room","N Brunswick","NJ","08902",40.443298,-74.501982
"La Pizza Loca","Indio","CA","92201",33.714907,-116.229196
"Logan's Roadhouse","Fort Oglethorpe","GA","30742",NA,NA
"Autozone","Chicago","IL","60659",41.9972,-87.7161
"Elly's Tea and Coffee House","Muscatine","IA","52761",NA,NA
"Contact Pizza Place of Signal Mountain","Signal Mountain","TN","37377",35.13968,-85.32837
"Smoothie King","Ashburn","VA","20147",39.019707,-77.469501
"Bunch Berries","New York","NY","10022",40.654618,-73.927944
"The Main Feature Theatre and Pizza Pub","Waukon","IA","52172",43.268997,-91.47728
"Beleza Lounge","Atlanta","GA","30309",33.7791,-84.3824
"Abuelo's Mexican Food Embassy","Peoria","AZ","85382",NA,NA
"Whistle Stop Cafe - Closed","Columbia Falls","MT","59912",48.374756,-114.1813
"Sammy's California Woodfired Pizza","Temecula","CA","92591",33.5255463,-117.1588581
"","Alpharetta","GA","30004",34.088646,-84.27252
"Two Chefs Are Better Than One","Lowell","MA","01854",42.64256,-71.37198
"Panera Bread","Summerville","SC","29483",33.036545,-80.155815
"La Salita Restaurant","Albuquerque","NM","87112",35.09255,-106.53278
"The Seedling Cafe","Nashua","NH","03060",42.761597,-71.46762
"Ya Halla Restaurant","Toledo","OH","43613",41.72122,-83.596115
"Nhinja","Oklahoma City","OK","73142",35.594788,-97.63849
"Buca Di Beppo","Alpharetta","GA","30022",34.03825,-84.30871
"Mankas Tapas Steak House","Fairfield","CA","94534",38.285927,-122.10695
"Simple Simon's Pizza","Sallisaw","OK","74955",35.460514,-94.77333
"Bombay Express","","","78753",NA,NA
"Little Thai Fine Dining","Camarillo","CA","93010",34.236954,-119.03708
"Cincy Steak Lemonaid","Cincinnati","OH","45219",39.129208,-84.50968
"Snappy Tomato Pizza","Doniphan","MO","63935",36.63154,-90.82632
"China Hut","Grants Pass","OR","97526",42.45354,-123.32252
"Lo-lo's Chicken & Waffles","Las Vegas","NV","89108",36.196417,-115.2403218
"Visa Vis Bar and Grill","Louisville","KY","40203",38.23571,-85.758514
"Maracas","Bossier City","LA","71111",32.52778,-93.72207
"Buca Di Beppo","Columbus","OH","43215",39.968826,-83.003746
"","Stillwater","OK","74074",36.113625,-97.0589
"Railroad Cafe","Bangor","MI","49013",42.3148,-86.11164
"Carmen's Cafe Nicole","Plymouth","MA","02360",41.96007,-70.66566
"Domino's Pizza","Covington","LA","70433",30.443,-90.14346
"Lushan China Bistro Lounge","Lafayette","IN","47901",40.417313,-86.893036
"Buca Di Beppo","Indianapolis","IN","46250",39.91235,-86.06518
"Food Art","New Orleans","LA","70130",29.9462,-90.07292
"Emery's Catering Svc","Central Falls","RI","02863",41.88662,-71.382355
"Italian Pie","Chalmette","LA","70043",29.93756,-89.94599
"Arugula Deli","Idaho Falls","ID","83402",43.48899,-112.03657
"The Otherside Cafe","Boston","MA","02115",42.34808,-71.08967
"Gokul Indian Restaurant","Saint Louis","MO","63112",38.65508,-90.29601
"Natural Grocers","Steamboat Springs","CO","80487",40.48,-106.83
"Domino's Pizza","Shreveport","LA","71107",32.5607,-93.78501
"","Troy","TN","38260",36.338326,-89.15858
"","Oceanside","CA","92054",33.188576,-117.373604
"","Riverside","CA","92501",33.98331,-117.37354
"","Seward","AK","99664",60.101994,-149.44005
"","Abbeville","LA","70510",29.971548,-92.11989
"","Westminster","CO","80234",39.91407,-104.99717
"","Coronado","CA","92118",32.68327,-117.17889
"","Gaylord","MI","49735",45.038937,-84.6733
"","Brooklyn","NY","11234",40.619625,-73.91617
"","Pittsfield","MA","01201",42.449905,-73.25139
"Enzo's La Piccola Cucina","Lawrence Township","NJ","08648",40.248882,-74.74342
"Rosso's Trattoria","Grants Pass","OR","97526",42.438667,-123.327255
"See Thru 28 Chinese Kitchen","Dyer","IN","46311",41.49275,-87.50722
"Viceroy","Atlanta","GA","30338",33.932323,-84.33747
"San Loco","Brooklyn","NY","11211",40.715906,-73.959085
"","Stowe","VT","05676",44.47184,-72.688416
"","Healdsburg","CA","95448",38.610455,-122.868965
"","Bell","CA","90201",33.97629,-118.1873
"","Arroyo Grande","CA","93420",35.120872,-120.60736
"","Baker","LA","70714",30.596752,-91.166306
"Komol Restaurant","Lasvegas","NV","89104",36.142885,-115.140441
"Southern Actuarial Svc Co","Sandysprings","GA","30350",33.972026,-84.35853
"Discount Beauty Supply","Georgetown","SC","29440",33.393591,-79.289072
"Samuel Mancino's Italian","Laporte","IN","46350",41.613917,-86.728472
"","Marlinton","WV","24954",38.22531,-80.09686
"","Baton Rouge","LA","70817",30.407942,-91.0142
"","Lawrenceburg","IN","47025",39.08239,-84.883385
"","Goodlettsville","TN","37072",36.322063,-86.702805
"Banfield Pet Hospital","Vienna","VA","22182",38.91717,-77.23601
"","Fair Oaks","CA","95628",38.643078,-121.26832
"","Riverside","CA","92501",33.98331,-117.37354
"","New York","NY","10036",40.755911,-73.980066
"","Puyallup","WA","98373",47.164746,-122.293203
"","Pacific Grove","CA","93950",36.62097,-121.91904
"","Berkeley","CA","94710",37.853302,-122.29039
"","Belmont","CA","94002",37.52369,-122.27348
"","New Iberia","LA","70560",30.00181,-91.8179
"","Redmond","WA","98052",47.672653,-122.112785
"","Brea","CA","92821",33.91341,-117.88604
"","Knoxville","TN","37917",35.98197,-83.9294
"","Taos","NM","87571",36.405704,-105.574066
"","El Segundo","CA","90245",33.907574,-118.38241
"","Portland","ME","04101",43.65448,-70.2637
"","Chariton","IA","50049",41.014297,-93.30691
"","Washington Dc","DC","20009",38.916702,-77.02914
"","Healdsburg","CA","95448",38.610455,-122.868965
"Simple Simon's Pizza","E Bernard","TX","77435",29.530558,-96.076219
"Dos Gringos","Washington","DC","20010",NA,NA
"Red Robin","Phoenix","AZ","85054",33.655199,-111.925552
"Naked Lunch","Bryn Mawr","PA","19010",NA,NA
"Suncafe","Studio City","CA","91604",NA,NA
"Caf? Yumm!","Eugene","OR","97408",44.094387,-123.0970215
"A Votre Sante","Los Angeles","CA","90049",34.048435,-118.490364
"Cafe Muse","Berkeley","CA","94704",37.8682354,-122.2558077
"Peacefood Cafe","New York","NY","10003",NA,NA
"Vistro Café At Recologie","New Rochelle","NY","10801",NA,NA
"Taco Loco","Laguna Beach","CA","92651",33.53890383,-117.7804815
"Domino's Pizza","Plano","TX","75093",33.0269672,-96.7806355
"Barefoot Market","Stephenville","TX","76401",32.2070711,-98.2235269
"Salsarita's","Johnson City","TN","37601",36.337866,-82.372833
"Devon's","Provincetown","MA","02657",42.054363,-70.18225
"Slam Dunk Pizza & Pasta","Fort Myers","FL","33919",NA,NA
"Boston Market","Harwood Heights","IL","60706",41.957204,-87.806672
"Liquid Vortex","Sedona","AZ","86351",34.78976,-111.76334
"The Raw Kitchen","W Palm Beach","FL","33401",NA,NA
"Big Apple Bagels","Peoria Heights","IL","61616",40.74536,-89.574
"Harmony Cafe","Appleton","WI","54911",44.261806,-88.4038
"Baskin-robbins","Chicago","IL","60630",NA,NA
"Saltgrass Steak House","Arlington","TX","76017",32.6797413,-97.0926357
"Pizza Fusion","Charlotte","NC","28204",NA,NA
"Cafe Paleo Brio","Sedona","AZ","86336",34.863796,-111.78931
"Dang Lai Palace","New York","NY","10003",40.7350551,-73.9859051
"Pele's Other Garden Deli","Lanai City","HI","96763",20.82446,-156.92012
"Little Brazil Pizzeria & Luncheonette","Long Branch","NJ","07740",40.302665,-73.987476
